,word,ner_c
1268,"['En', 'conséquence', ',', 'la', 'Commission', 'préparera', ',', 'dans', 'les', 'limites', 'de', 'la', 'compétence', 'communautaire', ',', 'l&apos;', 'adhésion', 'de', 'la', 'Communauté', 'européenne', 'aux', 'deux', 'conventions', 'sur', 'la', 'corruption', 'du', 'Conseil', 'de', 'l&apos;', 'Europe', 'et', 'elle', 'demandera', 'au', 'Conseil', 'de', 'l&apos;', 'autoriser', 'à', 'négocier', 'avec', 'le', 'Conseil', 'de', 'l&apos;', 'Europe', 'les', 'conditions', 'et', 'les', 'modalités', 'de', 'la', 'participation', 'subséquente', 'de', 'la', 'Communauté', 'au', 'GRECO', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1269,"['Les', 'États', 'membres', 'de', 'l&apos;', 'UE', 'doivent', 'apporter', 'leur', 'soutien', 'sans', 'réserve', ',', 'au', 'sein', 'du', 'Conseil', 'et', 'du', 'Comité', 'des', 'ministres', 'du', 'Conseil', 'de', 'l&apos;', 'Europe', ',', 'à', 'la', 'demande', 'd&apos;', 'adhésion', 'éventuelle', 'de', 'la', 'Communauté', 'européenne', ',', 'élaborée', 'par', 'la', 'Commission', ',', 'à', 'la', 'convention', 'pénale', 'sur', 'la', 'corruption', 'du', 'Conseil', 'de', 'l&apos;', 'Europe', ',', 'ainsi', 'qu&apos;', 'à', 'sa', 'participation', 'subséquente', 'au', 'GRECO', ',', 'selon', 'des', 'modalités', 'à', 'convenir', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1270,"['Au', 'cas', 'où', 'la', 'participation', 'au', 'GRECO', 'ne', 'serait', 'pas', 'considérée', 'comme', 'une', 'option', 'viable', ',', 'la', 'Commission', 'étudierait', 'la', 'possibilité', 'de', 'mettre', 'en', 'place', 'un', 'mécanisme', 'communautaire', 'séparé', 'd&apos;', 'évaluation', 'mutuelle', 'et', 'de', 'contrôle', 'concernant', 'la', 'lutte', 'contre', 'la', 'corruption', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n']"
1271,"['d', ')', 'Amélioration', 'de', 'la', 'coopération', 'judiciaire', 'et', 'policière', 'dans', 'l&apos;', 'UE', 'La', 'coopération', 'policière', 'et', 'judiciaire', 'à', 'l&apos;', 'intérieur', 'de', 'l&apos;', 'UE', 'a', 'été', 'renforcée', 'par', 'la', 'mise', 'en', 'place', 'd&apos;', 'EUROJUST', ',', 'un', 'réseau', 'de', 'coopération', 'judiciaire', ',', 'et', 'par', 'l&apos;', 'extension', 'du', 'mandat', 'd&apos;', 'Europol', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n']"
1272,"['La', 'création', 'de', 'l&apos;', 'unité', 'provisoire', 'EUROJUST', 'a', 'été', 'approuvée', 'en', 'décembre', '2001', 'et', 'ses', 'membres', 'ont', 'été', 'nommés', 'en', 'juillet', '2002', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1273,"['EUROJUST', 'se', 'compose', 'd&apos;', 'une', 'magistrature', '(', 'procureur', ',', 'juge', ',', 'policiers', 'disposant', 'de', 'pouvoirs', 'de', 'poursuite', ')', 'par', 'État', 'membre', 'en', 'vue', 'de', 'faciliter', 'les', 'contacts', ',', 'de', 'permettre', 'la', 'coopération', 'entre', 'magistrats', 'et', 'de', 'découvrir', 'des', 'liens', 'entre', 'des', 'affaires', 'transfrontalières', 'en', 'cours', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
1274,"['La', 'compétence', 'matérielle', 'd&apos;', 'EUROJUST', ',', 'très', 'comparable', 'au', 'mandat', 'de', 'la', 'convention', 'Europol', ',', 'couvre', 'notamment', 'la', 'fraude', 'et', 'la', 'corruption', ',', 'le', 'blanchiment', 'd&apos;', 'argent', 'et', 'la', 'participation', 'à', 'une', 'organisation', 'criminelle', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
1275,"['Les', 'deux', 'organes', 'sont', 'donc', 'habilités', 'et', 'seront', 'amenés', 'à', 'traiter', 'les', 'affaires', 'de', 'corruption', 'transfrontalières', 'et', 'ils', 'rempliront', 'ainsi', 'les', 'obligations', 'découlant', 'des', 'dispositions', 'correspondantes', 'des', 'instruments', 'anticorruption', 'de', 'l&apos;', 'UE', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n']"
1276,"['Le', 'procureur', 'financier', 'européen', ',', 'tel', 'que', 'proposé', 'par', 'la', 'Commission', 'dans', 'son', 'livre', 'vert', 'du', '11', 'décembre', '2001', 'serait', 'chargé', 'de', 'traiter', 'les', 'actes', 'de', 'corruption', 'qui', 'portent', 'atteinte', 'aux', 'intérêts', 'financiers', 'de', 'la', 'Communauté', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n']"
1277,"['Dans', 'ce', 'contexte', ',', 'la', 'décision-cadre', 'sur', 'le', 'mandat', 'd&apos;', 'arrêt', 'européen', ',', 'dont', 'les', 'dispositions', 'seront', 'appliquées', 'par', 'tous', 'les', 'États', 'membres', 'au', 'plus', 'tard', 'le', '1er', 'janvier', '2004', ',', 'sera', 'un', 'facteur', 'clé', 'dans', 'la', 'lutte', 'contre', 'la', 'corruption', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n']"
1278,"['Elle', 'fera', 'figurer', 'la', 'corruption', 'au', 'nombre', 'des', 'infractions', 'pour', 'lesquelles', 'la', 'vérification', 'préalable', 'de', 'la', 'double', 'criminalité', 'n&apos;', 'est', 'pas', 'nécessaire', ',', 'ce', 'qui', 'devrait', 'garantir', 'que', 'les', 'auteurs', 'd&apos;', 'infraction', 'seront', 'remis', 'aux', 'autorités', 'judiciaires', 'de', 'l&apos;', 'État', 'requérant', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n']"
1279,"['En', 'outre', ',', 'le', 'Conseil', 'examine', 'actuellement', 'des', 'propositions', 'concernant', 'deux', 'nouveaux', 'actes', 'législatifs', 'qui', ',', 'une', 'fois', 'adoptés', ',', 'obligeraient', 'les', 'États', 'membres', 'à', 'adapter', 'leur', 'législation', 'nationale', 'ou', 'à', 'adopter', 'de', 'nouvelles', 'dispositions', 'en', 'vue', 'de', 'garantir', 'la', 'reconnaissance', 'mutuelle', 'des', 'décisions', 'de', 'gel', ',', 'concernant', 'notamment', 'les', 'produits', 'des', 'actes', 'de', 'corruption', ',', 'et', 'de', 'faciliter', 'la', 'confiscation', 'des', 'produits', ',', 'en', 'particulier', 'en', 'permettant', 'aux', 'autorités', 'compétentes', 'de', 'confisquer', 'des', 'biens', 'appartenant', 'à', 'une', 'personne', 'condamnée', 'pour', 'un', 'acte', 'criminel', '&quot;', 'lorsque', 'l&apos;', 'infraction', 'peut', 'générer', 'des', 'profits', 'substantiels', '&quot;', ',', 'à', 'moins', 'que', 'la', 'personne', 'puisse', 'démontrer', 'que', 'les', 'biens', 'ont', 'été', 'acquis', 'légitimement', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'B-T', 'n']"
1280,"['Aucun', 'des', 'deux', 'textes', 'n&apos;', 'énumère', 'd&apos;', 'infractions', 'principales', 'spécifiques', ';', 'ils', 'seraient', 'applicables', 'à', 'tous', 'les', 'actes', 'punissables', 'd&apos;', 'une', 'peine', 'maximale', 'de', 'six', 'ans', 'd&apos;', 'emprisonnement', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
1281,"['Bien', 'que', ',', 'd&apos;', 'un', 'point', 'de', 'vue', 'juridique', ',', 'elle', 'ne', 'couvre', 'pas', 'le', 'domaine', 'de', 'la', 'coopération', 'policière', 'et', 'judiciaire', ',', 'il', 'convient', 'également', 'de', 'rappeler', ',', 'dans', 'ce', 'contexte', ',', 'que', 'la', 'deuxième', 'directive', 'sur', 'le', 'blanchiment', 'de', 'capitaux', 'adoptée', 'en', 'novembre', '2001', 'étend', 'la', 'qualification', 'd&apos;', 'infraction', 'principale', 'à', 'toutes', 'les', 'infractions', 'graves', ',', 'catégorie', 'dans', 'laquelle', 'la', '&quot;', 'corruption', '&quot;', 'est', 'expressément', 'incluse', ',', 'et', 'oblige', 'les', 'États', 'membres', 'à', 'combattre', 'et', 'à', 'prévenir', 'le', 'blanchiment', 'des', 'produits', 'découlant', 'de', 'ces', 'infractions', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'n']"
1282,"['Les', 'actes', 'qui', ',', 'selon', 'les', 'droits', 'des', 'États', 'membres', ',', 'relèvent', 'de', 'la', 'notion', 'de', 'corruption', ',', 'qu&apos;', 'elle', 'soit', 'passive', 'ou', 'active', 'et', 'ait', 'pour', 'cadre', 'le', 'secteur', 'privé', 'ou', 'le', 'secteur', 'public', ',', 'doivent', 'être', 'traités', 'en', 'tenant', 'compte', 'des', 'normes', 'et', 'définitions', 'communes', 'établies', 'dans', 'le', 'cadre', 'des', 'instruments', 'de', 'l&apos;', 'UE', ',', 'de', 'la', 'convention', 'sur', 'la', 'corruption', 'de', 'l&apos;', 'OCDE', 'et', 'des', 'conventions', 'sur', 'la', 'corruption', 'du', 'Conseil', 'de', 'l&apos;', 'Europe', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n']"
1283,"['e', ')', 'Lutte', 'contre', 'la', 'corruption', 'dans', 'le', 'secteur', 'privé', 'En', 'ce', 'qui', 'concerne', 'la', 'corruption', 'ayant', 'pour', 'cadre', 'le', 'secteur', 'privé', ',', 'une', 'Action', 'commune', 'relative', 'à', 'la', 'corruption', 'dans', 'le', 'secteur', 'privé', 'a', 'été', 'adoptée', 'en', 'décembre', '1998', '.']","['n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1284,"['Elle', 'appelle', 'les', 'États', 'membres', 'à', 'ériger', 'en', 'infractions', 'pénales', 'les', 'actes', 'de', 'corruption', 'tant', 'active', 'que', 'passive', 'impliquant', 'une', 'personne', 'dans', 'l&apos;', 'exercice', 'd&apos;', 'une', 'activité', 'professionnelle', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1285,"['Les', 'États', 'membres', 'peuvent', 'cependant', 'limiter', 'cette', 'mesure', 'aux', 'comportements', 'qui', 'provoquent', 'une', 'distorsion', 'de', 'concurrence', 'à', 'l&apos;', 'intérieur', 'du', 'marché', 'commun', 'et', 'qui', 'occasionnent', 'un', 'dommage', 'économique', 'à', 'des', 'tiers', 'par', 'l&apos;', 'attribution', 'injustifiée', 'ou', 'l&apos;', 'exécution', 'incorrecte', 'd&apos;', 'un', 'contrat', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
1286,"['L&apos;', 'action', 'commune', 'n&apos;', 'engageait', 'cependant', 'que', 'les', 'gouvernements', 'des', 'États', 'membres', ',', 'mais', 'non', 'les', 'parlements', 'nationaux', 'et', ',', 'jusqu&apos;', 'à', 'présent', ',', 'seuls', 'huit', 'États', 'membres', 'l&apos;', 'ont', 'intégralement', 'mise', 'en', 'oeuvre', '.']","['n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1287,"['C&apos;', 'est', 'pourquoi', 'le', 'Danemark', 'a', 'soumis', 'en', 'juillet', '2002', 'une', 'initiative', 'en', 'vue', 'de', 'l&apos;', 'adoption', 'de', 'la', 'décision-cadre', 'du', 'Conseil', 'relative', 'à', 'la', 'lutte', 'contre', 'la', 'corruption', 'dans', 'le', 'secteur', 'privé', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'n']"
1288,"['Ce', 'texte', 'est', 'censé', 'refondre', 'et', 'approfondir', 'l&apos;', 'action', 'commune', 'de', '1998', 'et', 'donc', 'avoir', 'un', 'caractère', 'plus', 'contraignant', 'que', 'l&apos;', 'instrument', 'précédent', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1289,"['La', 'Commission', 'rappelle', 'que', 'ladite', 'action', 'commune', 'était', 'accompagnée', 'd&apos;', 'une', 'déclaration', 'du', 'Conseil', ',', 'soutenue', 'par', 'la', 'Commission', ',', 'qui', 'suggérait', 'que', 'd&apos;', 'autres', 'mesures', 'soient', 'prises', 'à', 'l&apos;', 'avenir', '.']","['n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1290,"['Lors', 'de', 'leur', 'réunion', 'du', '19', 'décembre', '2002', ',', 'les', 'ministres', 'de', 'la', 'justice', 'et', 'des', 'affaires', 'intérieures', 'de', 'l&apos;', 'UE', 'sont', 'parvenus', 'à', 'un', 'accord', 'politique', 'général', 'sur', 'le', 'texte', 'du', 'projet', 'de', 'décision-cadre', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
1291,"['La', 'Commission', 'se', 'félicite', 'de', 'cette', 'initiative', ',', 'qui', 'prend', 'globalement', 'en', 'considération', 'le', 'processus', 'de', 'privatisation', 'd&apos;', 'anciennes', 'entreprises', 'publiques', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'B-T', 'n']"
1292,"['L&apos;', 'instrument', 'suggéré', 'garantirait', 'également', 'l&apos;', 'absence', 'de', 'déséquilibre', 'entre', 'les', 'instruments', 'visant', 'les', 'actes', 'de', 'corruption', 'impliquant', 'des', 'fonctionnaires', 'et', 'la', 'corruption', 'entre', 'entités', 'privées', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n']"
1293,"['Ainsi', ',', 'indépendamment', 'de', 'la', 'structure', 'organisationnelle', 'de', 'certains', 'secteurs', 'à', 'l&apos;', 'intérieur', 'de', 'l&apos;', 'UE', 'et', 'compte', 'tenu', 'du', 'fait', 'que', 'les', 'instruments', 'de', 'droit', 'pénal', 'relatifs', 'au', 'secteur', 'public', 'font', 'référence', 'à', 'la', 'législation', 'nationale', 'pour', 'définir', 'la', 'notion', 'de', '&quot;', 'fonctionnaire', '&quot;', ',', 'il', 'est', 'possible', 'd&apos;', 'aplanir', 'les', 'éventuelles', 'divergences', 'juridiques', 'afin', 'de', 'conférer', 'le', 'même', 'degré', 'de', 'protection', 'juridique', 'contre', 'le', 'même', 'comportement', 'corruptif', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n']"
1294,"['En', 'outre', ',', 'l&apos;', 'initiative', 'danoise', 'tend', 'à', 'suivre', 'l&apos;', 'approche', 'adoptée', 'dans', 'd&apos;', 'autres', 'décisions-cadres', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
1295,"['f', ')', 'Détection', ',', 'poursuite', 'et', 'sanction', 'des', 'actes', 'de', 'corruption', 'Alors', 'que', 'tous', 'les', 'États', 'membres', 'de', 'l&apos;', 'UE', 'et', 'les', 'pays', 'candidats', 'disposent', 'déjà', 'ou', 'disposeront', 'prochainement', 'd&apos;', 'une', 'législation', 'pénale', 'substantielle', 'concernant', 'la', 'corruption', ',', 'tant', 'active', 'que', 'passive', ',', 'dans', 'le', 'secteur', 'public', 'et', 'le', 'secteur', 'privé', '-', 'et', 'cela', 'grâce', 'aux', 'efforts', 'supranationaux', 'accomplis', 'dans', 'ce', 'domaine', 'avec', 'l&apos;', 'élaboration', 'des', 'instruments', 'anticorruption', 'communautaires', 'et', 'internationaux', 'susmentionnés', ',', 'le', 'véritable', 'problème', 'de', 'la', 'lutte', 'contre', 'la', 'corruption', 'semble', 'tenir', 'davantage', 'à', 'la', 'mise', 'en', 'oeuvre', 'de', 'ces', 'législations', ',', 'c&apos;', 'est-à-dire', 'à', 'la', 'prévention', ',', 'à', 'l&apos;', 'instruction', ',', 'à', 'la', 'poursuite', 'et', 'au', 'jugement', 'des', 'actes', 'de', 'corruption', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n']"
1296,"['La', 'raison', 'en', 'est', 'que', 'la', 'corruption', 'apparaît', 'souvent', 'comme', 'un', 'crime', 'sans', 'victime', '(', 'directe', ')', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n']"
1297,"['Ainsi', ',', 'il', 'est', 'rare', 'qu&apos;', 'une', 'partie', 'lésée', 'soit', 'en', 'mesure', 'de', 'déclarer', 'un', 'acte', 'de', 'corruption', 'aux', 'autorités', 'policières', 'et', 'judiciaires', 'et', 'peu', 'd&apos;', 'actes', 'de', 'corruption', 'sont', 'en', 'fait', 'déclarés', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n']"
1298,"['Cela', 'tient', 'probablement', 'au', 'fait', 'que', 'le', 'secret', 'de', 'la', 'corruption', 'est', 'généralement', 'protégé', 'par', 'un', 'pacte', 'du', 'silence', 'entre', 'le', 'corrupteur', 'et', 'le', 'corrompu', ',', 'qui', 'ont', 'un', 'intérêt', 'commun', 'à', 'dissimuler', 'leurs', 'actes', 'dans', 'toute', 'la', 'mesure', 'du', 'possible', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1299,"['En', 'outre', ',', 'il', 'n&apos;', 'existe', 'que', 'très', 'peu', 'de', 'statistiques', 'et', 'de', 'dossiers', 'pénaux', 'concernant', 'des', 'affaires', 'de', 'corruption', ',', 'et', 'ceux', 'qui', 'existent', 'ne', 'peuvent', 'servir', 'd&apos;', 'indicateurs', 'du', 'problème', 'dans', 'son', 'ensemble', 'en', 'raison', 'du', 'nombre', 'élevé', 'de', 'cas', 'non', 'déclarés', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
