,Unnamed: 0,words,ner_c,ner_f
6247,6247,"['.', '53', 'D', '.', 'Rostu', '.', '.', '.', '.', '.', 'Romancero', '.', '.', '.', '.', '.', '51½', 'Du', 'Rostu', '.', '.', '.', '.', '.', '3', 'Nadyne', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6248,6248,"['53', 'G', '.', 'Braquessac', '5', 'Gabelle', 'IV', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
6249,6249,"['51½', 'Ed', '.', 'V', '.', '-', 'Picard', '6', 'Evsonos', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6250,6250,"['51', 'H', '.', 'Letellier', '.', '.', '.', '3', 'Banditi', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6251,6251,"['54', 'G', '.', 'Lepetit', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0]"
6252,6252,"['.', '3', 'De', 'Vi###', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6253,6253,"['53', 'E', '.', 'Marchand', '3', 'Tabarca', '.', '.', '.', '.', '.', '.', '.', '53', 'H', '.', 'Letellier', '.', '.', '.', '3', 'Lazy', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6254,6254,"['.', '54', 'L', '.', 'Alric', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0]"
6255,6255,"['.', '7', 'Mont', 'Remud', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
6256,6256,"['.', '50', 'Macomber', '.', '.', '.']","['O', 'O', 'E', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0]"
6257,6257,"['3', 'The', 'Typhoon', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
6258,6258,"['54', 'De', 'Minkwitz', '.', '3', 'Basillque', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6259,6259,"['.', '53', 'Mart', '.', 'de', 'Hoz', '.']","['O', 'O', 'E', 'E', 'E', 'E', 'O']","[0, 0, 1, 2, 2, 2, 0]"
6260,6260,"['3', 'Nyo', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6261,6261,"['.', '54', 'L', '.', 'O', '.', '-', 'Rœderer', '3', 'Dreux', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6262,6262,"['54', 'M', '.', 'de', 'Rivaud', '4', 'Soleil', 'Couchant', '.']","['O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 2, 0, 0, 0, 0]"
6263,6263,"['.', '50', 'Lord', 'Derby', '.', '.', '.', '3', 'Voie', 'Lactée', '53', 'O', '.', 'de', 'Rivaud', '4', 'Bangor', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6264,6264,"['.', '50', 'Les', 'lampes', 'T', '.']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
6265,6265,"['S', '.']","['O', 'O']","[0, 0]"
6266,6266,"['F', '.', 'portant', 'la', 'marque', '«', 'Philips', '»', 'sont', 'couvertes', 'par', 'des', 'brevets', 'français', ',', 'tant', 'en', 'ce', 'qui', 'concerne', 'leur', 'fabrication', ',', 'que', 'leur', 'vente', 'et', 'leur', 'utilisation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6267,6267,"['Duc', 'Decazes', '.', '.', '.', '3', 'Tonia', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6268,6268,"['53', 'M', '.', 'Gugenheim', '5', 'Rose', 'des', 'Vent', '.', '.', '.', '50', 'A', '.', 'Pellerin', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]"
6269,6269,"['3', 'Hurepoix', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
6270,6270,"['.', '54', 'Cte', 'de', 'Rivaud', '3', 'Le', 'Rempart', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6271,6271,"['54', 'De', 'la', 'Cimera', '3', 'La', 'Grisi', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6272,6272,"['.', '53', 'E', '.', 'Outré', '.', '.', '.', '.', '.', '4', 'L', ""'"", 'Amiral', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6273,6273,"['49', 'E', '.', 'J', '.', 'Walker', '5', 'Lowe', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6274,6274,"['49', 'L', 'Delville', '.', '.', '.', '3', 'Sagittaire', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6275,6275,"['51', 'Wertheimer', '.']","['O', 'E', 'O']","[0, 1, 0]"
6276,6276,"['.', '3', 'Beauvais', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6277,6277,"['.', '54', 'Je', 'désigne', ':', 'OLD', 'PIP', 'et', 'TIMOUR', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6278,6278,"['M', '.', 'Porte', '.', '.', '.', '.', '.', '3', 'Lodi', '.', '.', '.', '.', '.', '.', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6279,6279,"['51', 'Mme', 'Hugonnet', '9', 'Rainfall', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6280,6280,"['49', 'J', '.', 'E', '.', 'Widener', '3', 'Le', 'Mont', 'du', 'Coq', '.']","['O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0]"
6281,6281,"['54', 'Le', 'Pavé', 'et', 'Clodoald', 'se', 'sont', 'classés', 'dans', 'cet', 'ordre', 'à', 'l', ""'"", 'arrivée', 'du', 'prix', 'Roman', 'Oak', '(', 'haies', '5', '.', '000', 'fr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6282,6282,"[',', '3', '.']","['O', 'O', 'O']","[0, 0, 0]"
6283,6283,"['100', 'm', '.']","['O', 'O', 'O']","[0, 0, 0]"
6284,6284,"[')', '.', 'Derrière', 'eux', ',', 'Rigobert', 'a', 'fait', 'un', 'excellent', 'parcours', ';', 'il', 'ne', 'devrait', 'pas', 'tarder', 'à', 'gagner', 'sa', 'course', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6285,6285,"['G', '.', 'Propper', '.', '.', '.', '3', 'Consulat', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6286,6286,"['51', 'Du', 'Rostu', '.', '.', '.']","['O', 'E', 'E', 'O', 'O', 'O']","[0, 1, 2, 0, 0, 0]"
6287,6287,"['.', '3', 'Campan', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6288,6288,"['54', 'Cte', 'de', 'Rivaud', '4', 'Radjah', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6289,6289,"['48', 'PRIX', 'LIANE', 'M', '.', 'Sevadjian', '.', '3', 'Fairy', 'Lad', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6290,6290,"['.', '51', 'La', 'Boutetière', '3', 'Rosita', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6291,6291,"['.', '48', 'R', '.', 'Guérin', '.', '.', '.', '4', 'Annabel', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6292,6292,"['45', 'A', '.', 'Schwob', '.', '.', '.', '3', 'Saïd', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6293,6293,"['54', '8', '.', '000', 'francs', '.', '—', 'Distance', ':', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6294,6294,"['600', 'mètres', 'Strassburger', '.', '.', '.', '3', 'The', 'Ace', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6295,6295,"['.', '54', 'Mme', 'Doucet', '.', '.', '.', '5', 'Palace', '43½', 'R', '.', 'Wallon', '.', '.', '.', '3', 'Thalysie', '56', 'H', '.', 'W', '.', 'Coulon', '3', 'Mignardise', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6296,6296,"['.', '48', 'M', '.', 'Tillement', '.']","['O', 'O', 'E', 'E', 'E', 'O']","[0, 0, 1, 2, 2, 0]"
6297,6297,"['.', '4', 'La', 'Cigale', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6298,6298,"['.', '42', 'Ed', '.', 'V', '.', '-', 'Picard', '3', 'Précurseur', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6299,6299,"['.', '54', 'R', '.', 'Girche', '.', '.', '.', '.', '.', 'Princ', '.', 'd', ""'"", 'Orby', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6300,6300,"['48', 'Cte', 'Vigier', '.', '.', '.', '3', 'Guardi', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '54', 'Ch', '.', 'Hollobone', '5', 'Manuserit', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6301,6301,"['.', '41', 'La', '""', 'PHILIPS', '-', 'RADIO', '""', 'A', '.', 'Deleau', '.', '.', '.', '3', 'Totoche', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6302,6302,"['54', 'L', '.', 'Delville', '.', '.', '.', '3', 'La', 'Besti', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6303,6303,"['.', '54', 'Des', 'chevaux', 'mis', 'à', 'réclamer', 'pour', 'cinquante', 'mille', 'francs', ',', 'je', 'détache', ':', 'Montverdun', ',', 'quatrième', 'de', 'Sarton', 'devançant', 'de', 'loin', 'Exalté', 'et', 'Voie', 'Lactée', '(', 'Cette', 'dernière', 'a', 'ici', 'un', 'avantage', 'de', 'vingt', 'livres', 'pour', 'se', 'rapprocher', ')', '.', 'Carnaval', 'compagnon', 'd', ""'"", 'écurie', 'de', 'Maskid', 'Marvel', ',', 'Rara', 'Avis', 'deuxième', 'de', 'Cloche¬', 'ton', 'II', ';', 'Lapis', 'Lazuli', 'deuxième', 'de', 'Lovely', 'Girl', 'et', 'gagnante', 'ensuite', 'devant', 'Scrapper', '.', 'Basilique', 'sur', 'sa', 'forme', 'de', 'l', ""'"", 'an', 'dernier', ';', 'dans', 'ceux', 'mis', 'à', 'réclamer', 'pour', 'vingt', '-', 'cinq', 'mille', 'francs', 'Sagittaire', 's', ""'"", 'est', 'montré', 'vite', '.', 'Consulat', 'fait', 'partie', 'd', ""'"", 'une', 'écurie', 'en', 'pleine', 'forme', ';', 'enfin', 'Rosita', 'et', 'Mignardise', 'auront', 'sans', 'doute', 'couru', 'aujourd', ""'"", 'hui', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6304,6304,"['Je', 'désigne', ':', 'VOIE', 'LACTEE', 'et', 'RARA', 'AVIS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6305,6305,"['Pce', 'Aga', 'Khan', '3', 'Héliogabale', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6306,6306,"['52', 'R', '.', 'Guérin', '.', '.', '.', '8', 'Sydney', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6307,6307,"['40', 'Mart', '.', 'de', 'Hoz', '4', 'Nat', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6308,6308,"['.', '40', 'F', '.', 'Caillé', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'Longpont', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6309,6309,"['52', 'Le', 'prix', 'Turenne', '(', 'steeple', 'militaire', ')', 'a', 'été', 'gagné', 'par', 'Allendale', ',', 'battant', 'Wery', 'Good', 'et', 'Castiglione', '.']","['O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6310,6310,"['A', '.', 'A', '.', 'Fould', '.', '.', '.', '3', 'L', ""'"", 'Ardente', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '54', 'Duc', 'Decazes', '.', '.', '.', '3', 'Galuchat', '.', '.', '.', '.', '.']","['E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6311,6311,"['.', '52', 'En', 'suivant', 'l', ""'"", 'échelle', 'des', 'poids', ',', 'je', 'pointe', 'la', 'chance', 'de', 'Macfarlane', '.', 'Le', 'Vengeur', ',', 'Gabelle', 'IV', ',', 'Evsonos', ',', 'Soleil', 'Couchant', 'et', 'Manuscrit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6312,6312,"['Baron', 'Foy', '.', '.', '.', '3', 'Soirée', 'Dansante', '.']","['E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 0, 0, 0, 0, 0, 0, 0]"
6313,6313,"['.', '54', 'Hitchcock', '.', '.', '.', '.', '.', '3', 'Pénurie', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
