words,ner_c,ner_f
"['13.3', '.']","['n', 'n']","['n', 'n']"
"['Lid', '3', 'In', 'lid', '3', 'wordt', 'bepaald', 'dat', 'het', 'protocol', 'van', '29', 'november', '1996', 'betreffende', 'de', 'prejudiciële', 'uitlegging', 'door', 'het', 'Hof', 'van', 'Justitie', 'van', 'de', 'Europese', 'Gemeenschappen', 'van', 'de', 'overeenkomst', 'aangaande', 'de', 'bescherming', 'van', 'de', 'financiële', 'belangen', 'van', 'de', 'Europese', 'Gemeenschappen', 'van', 'toepassing', 'is', 'op', 'het', 'tweede', 'protocol', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Dat', 'protocol', 'is', 'ook', 'van', 'toepassing', 'op', 'de', 'overeenkomst', 'en', 'op', 'het', 'eerste', 'protocol', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Ingevolge', 'dat', 'protocol', 'afgelegde', 'verklaringen', 'gelden', 'voor', 'het', 'tweede', 'protocol', 'tenzij', 'bij', 'de', 'bekrachtiging', 'van', 'het', 'tweede', 'protocol', 'anders', 'wordt', 'vermeld', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Artikel', '14', 'Niet-contractuele', 'aansprakelijkheid', 'Dit', 'artikel', 'bevestigt', 'dat', 'voor', 'de', 'toepassing', 'van', 'het', 'tweede', 'protocol', 'de', 'communautaire', 'regels', 'inzake', 'de', 'niet-contractuele', 'aansprakelijkheid', 'van', 'de', 'Gemeenschap', ',', 'neergelegd', 'in', 'de', 'artikelen', '215', 'en', '178', 'van', 'het', 'Verdrag', 'tot', 'oprichting', 'van', 'de', 'Europese', 'Gemeenschap', '(', '21', ')', 'van', 'toepassing', 'zijn', 'op', 'de', 'besluiten', 'van', 'de', 'Commissie', '.']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n']"
"['Het', 'is', 'niet', 'uit', 'te', 'sluiten', 'dat', 'activiteiten', 'die', 'de', 'Commissie', 'krachtens', 'het', 'tweede', 'protocol', 'verricht', ',', 'leiden', 'tot', 'vorderingen', 'tot', 'schadevergoeding', 'van', 'individuen', 'wier', 'persoonsgegevens', 'door', 'de', 'Commissie', 'worden', 'verwerkt', ';', 'daarom', 'werd', 'het', 'nodig', 'geacht', 'te', 'bevestigen', 'dat', 'ook', 'in', 'gevallen', 'waarin', 'de', 'Commissie', 'optreedt', 'binnen', 'de', 'aan', 'haar', 'anders', 'dan', 'bij', 'het', 'EG-Verdrag', 'verleende', 'bevoegdheden', ',', 'de', 'niet-contractuele', 'aansprakelijkheid', 'van', 'de', 'Gemeenschap', 'overeenkomstig', 'artikel', '215', ',', 'lid', '2', ',', 'van', 'het', 'EG-Verdrag', '(', '22', ')', 'in', 'het', 'geding', 'is', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Bovendien', 'is', 'duidelijk', 'dat', 'het', 'Hof', 'van', 'Justitie', 'van', 'de', 'Europese', 'Gemeenschappen', 'rechtsmacht', 'heeft', 'in', 'geschillen', 'betreffende', 'de', 'vergoeding', 'van', 'schade', 'die', 'door', 'de', 'Commissie', 'of', 'haar', 'ambtenaren', 'bij', 'de', 'uitvoering', 'van', 'hun', 'taken', 'op', 'grond', 'van', 'het', 'tweede', 'protocol', 'wordt', 'veroorzaakt', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Artikel', '15', 'Rechterlijke', 'toetsing', 'Overeenkomstig', 'artikel', '22', 'van', 'Richtlijn', '95', '/', '46', '/', 'EG', ',', 'die', 'betrekking', 'heeft', 'op', 'gegevensbescherming', ',', 'bepalen', 'de', 'lidstaten', 'dat', 'eenieder', 'zich', 'tot', 'de', 'rechter', 'kan', 'wenden', 'wanneer', 'de', 'hem', 'bij', 'het', 'op', 'de', 'betrokken', 'verwerking', 'toepasselijke', 'nationale', 'recht', 'gewaarborgde', 'rechten', 'worden', 'geschonden', '.']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n']"
"['Dergelijke', 'rechten', 'omvatten', 'een', 'recht', 'van', 'toegang', ',', 'een', 'recht', 'van', 'rectificatie', ',', 'wissen', 'of', 'blokkeren', 'van', 'gegevens', 'wanneer', 'deze', 'onvolledig', ',', 'onjuist', 'of', 'te', 'oud', 'zijn', 'om', 'opgeslagen', 'te', 'blijven', ',', 'en', 'het', 'recht', 'van', 'toegang', 'tot', 'de', 'toezichthoudende', 'autoriteit', '.']","['n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['De', 'ingevolge', 'artikel', '8', 'van', 'het', 'tweede', 'protocol', 'vast', 'te', 'stellen', 'regels', 'zullen', 'ook', 'bepalingen', 'moeten', 'omvatten', 'waarbij', 'dergelijke', 'rechten', 'aan', 'personen', 'worden', 'toegekend', 'ten', 'aanzien', 'van', 'door', 'de', 'Commissie', 'verwerkte', 'persoonsgegevens', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n']"
"['Artikel', '15', ',', 'lid', '1', ',', 'verleent', 'het', 'Hof', 'van', 'Justitie', 'van', 'de', 'Europese', 'Gemeenschappen', 'de', 'bevoegdheid', 'beroepen', 'te', 'behandelen', 'die', 'door', 'een', 'natuurlijke', 'persoon', 'of', 'rechtspersoon', 'worden', 'ingesteld', 'tegen', 'besluiten', '(', 'waaronder', 'weigeringen', 'om', 'een', 'besluit', 'te', 'nemen', ')', 'die', 'de', 'Commissie', 'neemt', 'op', 'basis', 'van', 'de', 'door', 'haar', 'ingevolge', 'artikel', '8', 'vastgestelde', 'regels', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
"['Ook', 'kan', 'het', 'Hof', 'van', 'Justitie', 'in', 'dit', 'verband', 'beoordelen', 'of', 'de', 'Commissie', 'volledig', 'aan', 'haar', 'verplichtingen', 'uit', 'hoofde', 'van', 'artikel', '8', 'heeft', 'voldaan', '.']","['n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['De', 'formulering', 'van', 'artikel', '15', ',', 'lid', '1', ',', 'sluit', 'grotendeels', 'aan', 'bij', 'die', 'van', 'artikel', '173', ',', 'vierde', 'alinea', ',', 'van', 'het', 'EG-Verdrag', '(', '23', ')', ',', 'ook', 'gelezen', 'in', 'samenhang', 'met', 'de', 'tweede', 'alinea', 'van', 'genoemd', 'artikel', '173', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Met', 'de', 'verwijzingen', 'in', 'artikel', '15', ',', 'lid', '2', ',', 'naar', 'verscheidene', 'andere', 'bepalingen', 'van', 'het', 'EG-Verdrag', 'wordt', 'beoogd', 'te', 'verduidelijken', ':', 'dat', 'de', 'Raad', 'overeenkomstig', 'de', 'procedure', 'van', 'artikel', '168', 'A', ',', 'leden', '1', 'en', '2', ',', 'van', 'het', 'EG-Verdrag', '(', '24', ')', 'kan', 'besluiten', 'in', 'de', 'onder', 'artikel', '15', ',', 'lid', '1', ',', 'vallende', 'gevallen', 'rechtsmacht', 'te', 'verlenen', 'aan', 'het', 'Gerecht', 'van', 'eerste', 'aanleg', ';', 'welke', 'termijnen', 'voor', 'het', 'aanhangig', 'maken', 'van', 'een', 'zaak', 'bij', 'het', 'Hof', 'van', 'Justitie', 'in', 'acht', 'moeten', 'worden', 'genomen', '(', 'artikel', '173', ',', 'vijfde', 'alinea', '(', '25', ')', ')', ';', 'de', 'aard', 'van', 'het', 'besluit', 'dat', 'het', 'Hof', 'van', 'Justitie', 'kan', 'nemen', 'ten', 'aanzien', 'van', 'een', 'ingesteld', 'beroep', '(', 'artikel', '174', ',', 'eerste', 'alinea', '(', '26', ')', ')', ';', 'het', 'rechtsgevolg', 'van', 'een', 'besluit', 'van', 'het', 'Hof', 'van', 'Justitie', 'voor', 'de', 'Commissie', '(', 'artikel', '176', ',', 'eerste', 'en', 'tweede', 'alinea', '(', '27', ')', ')', ';', 'het', 'rechtsgevolg', 'van', 'het', 'instellen', 'van', 'een', 'beroep', 'bij', 'het', 'Hof', 'van', 'Justitie', '(', 'artikel', '115', '(', '28', ')', ')', ';', 'dat', 'het', 'Hof', 'van', 'Justitie', 'gerechtigd', 'is', 'de', 'noodzakelijke', 'voorlopige', 'maatregelen', 'te', 'gelasten', '(', 'artikel', '186', '(', '29', ')', ')', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Artikel', '16', 'Inwerkingtreding', 'Dit', 'artikel', 'heeft', 'betrekking', 'op', 'de', 'inwerkingtreding', 'van', 'het', 'tweede', 'protocol', ',', 'die', 'niet', 'eerder', 'mag', 'plaatsvinden', 'dan', 'die', 'van', 'de', 'fraudeovereenkomst', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Artikel', '17', 'Toetreding', 'van', 'nieuwe', 'lidstaten', 'Dit', 'artikel', 'heeft', 'betrekking', 'op', 'de', 'toetreding', 'van', 'nieuwe', 'lidstaten', 'van', 'de', 'Europese', 'Unie', 'tot', 'het', 'tweede', 'protocol', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Artikel', '18', 'Voorbehouden', '18.1', '.']","['n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n']"
"['Lid', '1', 'In', 'een', 'aantal', 'lidstaten', 'is', 'het', 'witwassen', 'van', 'geld', 'met', 'betrekking', 'tot', 'de', 'opbrengsten', 'van', 'actieve', 'en', 'passieve', 'corruptie', 'alleen', 'strafbaar', 'in', 'ernstige', 'gevallen', 'van', 'corruptie', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n']"
"['Om', 'deze', 'lidstaten', 'in', 'staat', 'te', 'stellen', 'het', 'protocol', 'onverwijld', 'te', 'bekrachtigen', ',', 'hebben', 'zij', 'de', 'mogelijkheid', 'gekregen', 'op', 'dit', 'punt', 'een', 'voorbehoud', 'te', 'maken', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Om', 'ervoor', 'te', 'zorgen', 'dat', 'de', 'noodzaak', 'van', 'een', 'dergelijk', 'voorbehoud', 'regelmatig', 'opnieuw', 'wordt', 'bezien', ',', 'zal', 'de', 'geldigheid', 'beperkt', 'blijven', 'tot', 'een', 'vijfjarige', 'periode', 'vanaf', 'de', 'datum', 'van', 'kennisgeving', 'van', 'de', 'voltooiing', 'van', 'de', 'voor', 'de', 'aanneming', 'van', 'het', 'protocol', 'vereiste', 'procedures', 'overeenkomstig', 'artikel', '16', ',', 'lid', '2', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Na', 'vijf', 'jaar', 'kan', 'de', 'geldigheid', 'van', 'het', 'voorbehoud', 'eenmaal', 'met', 'vijf', 'jaar', 'worden', 'verlengd', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['Als', 'gevolg', 'daarvan', 'zullen', 'voorbehouden', 'met', 'betrekking', 'tot', 'de', 'reikwijdte', 'van', 'het', 'begrip', '&quot;', 'witwassen', 'van', 'geld', '&quot;', 'na', 'een', 'periode', 'van', 'ten', 'hoogste', 'tien', 'jaar', 'na', 'de', 'kennisgeving', 'van', 'de', 'bekrachtiging', 'door', 'de', 'laatste', 'lidstaat', 'komen', 'te', 'vervallen', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
"['18.2', '.']","['n', 'n']","['n', 'n']"
"['Lid', '2', 'Vanaf', 'het', 'begin', 'van', 'de', 'onderhandelingen', 'over', 'het', 'tweede', 'protocol', 'heeft', 'het', 'vraagstuk', 'van', 'de', 'aansprakelijkheid', 'en', 'sancties', 'met', 'betrekking', 'tot', 'rechtspersonen', 'Oostenrijk', 'problemen', 'opgeleverd', 'omdat', 'de', 'Oostenrijkse', 'wetgeving', 'geen', 'strafrechtelijke', 'aansprakelijkheid', 'van', 'rechtspersonen', 'kent', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n']"
"['Omdat', 'dit', 'vraagstuk', 'meer', 'van', 'praktische', 'dan', 'van', 'fundamentele', 'aard', 'geacht', 'werd', ',', 'was', 'het', 'duidelijk', 'dat', 'Oostenrijk', 'meer', 'tijd', 'nodig', 'zou', 'hebben', 'om', 'de', 'artikelen', '3', 'en', '4', 'uit', 'te', 'voeren', 'dan', 'de', 'andere', 'lidstaten', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
